"GO.ID","Term","Annotated","Significant","Expected","fisher"
"GO:0043149","stress fiber assembly",114,5,1.32,"0.01059"
"GO:1903557","positive regulation of tumor necrosis fa...",114,5,1.32,"0.01059"
"GO:0009987","cellular process",18100,216,209.83,"0.01063"
"GO:0031669","cellular response to nutrient levels",258,8,2.99,"0.01065"
"GO:0141124","intracellular signaling cassette",1956,34,22.68,"0.01067"
"GO:0001501","skeletal system development",541,13,6.27,"0.01069"
"GO:1903051","negative regulation of proteolysis invol...",74,4,0.86,"0.01074"
"GO:1903053","regulation of extracellular matrix organ...",74,4,0.86,"0.01074"
"GO:0010876","lipid localization",482,12,5.59,"0.01077"
"GO:0033559","unsaturated fatty acid metabolic process",115,5,1.33,"0.01097"
"GO:0038179","neurotrophin signaling pathway",40,3,0.46,"0.01108"
"GO:0005513","detection of calcium ion",14,2,0.16,"0.01111"
"GO:0051444","negative regulation of ubiquitin-protein...",14,2,0.16,"0.01111"
"GO:0070141","response to UV-A",14,2,0.16,"0.01111"
"GO:0045859","regulation of protein kinase activity",369,10,4.28,"0.01117"
"GO:0071375","cellular response to peptide hormone sti...",369,10,4.28,"0.01117"
"GO:0048880","sensory system development",426,11,4.94,"0.01118"
"GO:0071479","cellular response to ionizing radiation",75,4,0.87,"0.01125"
"GO:0016125","sterol metabolic process",161,6,1.87,"0.01130"
"GO:0070252","actin-mediated cell contraction",116,5,1.34,"0.01136"
"GO:0051216","cartilage development",210,7,2.43,"0.01144"
"GO:0050807","regulation of synapse organization",315,9,3.65,"0.01147"
"GO:0010711","negative regulation of collagen cataboli...",1,1,0.01,"0.01159"
"GO:0019255","glucose 1-phosphate metabolic process",1,1,0.01,"0.01159"
"GO:0019449","L-cysteine catabolic process to hypotaur...",1,1,0.01,"0.01159"
"GO:0019452","L-cysteine catabolic process to taurine",1,1,0.01,"0.01159"
"GO:0019607","phenylethylamine catabolic process",1,1,0.01,"0.01159"
"GO:0034443","negative regulation of lipoprotein oxida...",1,1,0.01,"0.01159"
"GO:0035906","descending aorta development",1,1,0.01,"0.01159"
"GO:0035977","protein deglycosylation involved in glyc...",1,1,0.01,"0.01159"
"GO:0042443","phenylethylamine metabolic process",1,1,0.01,"0.01159"
"GO:0051463","negative regulation of cortisol secretio...",1,1,0.01,"0.01159"
"GO:0051913","regulation of synaptic plasticity by che...",1,1,0.01,"0.01159"
"GO:0051914","positive regulation of synaptic plastici...",1,1,0.01,"0.01159"
"GO:0051915","induction of synaptic plasticity by chem...",1,1,0.01,"0.01159"
"GO:0060125","negative regulation of growth hormone se...",1,1,0.01,"0.01159"
"GO:0060311","negative regulation of elastin catabolic...",1,1,0.01,"0.01159"
"GO:0060588","negative regulation of lipoprotein lipid...",1,1,0.01,"0.01159"
"GO:0060735","regulation of eIF2 alpha phosphorylation...",1,1,0.01,"0.01159"
"GO:0061185","negative regulation of dermatome develop...",1,1,0.01,"0.01159"
"GO:0061837","neuropeptide processing",1,1,0.01,"0.01159"
"GO:0061872","hepatic stellate cell contraction",1,1,0.01,"0.01159"
"GO:0061873","regulation of hepatic stellate cell cont...",1,1,0.01,"0.01159"
"GO:0061874","positive regulation of hepatic stellate ...",1,1,0.01,"0.01159"
"GO:0071298","cellular response to L-ascorbic acid",1,1,0.01,"0.01159"
"GO:0072020","proximal straight tubule development",1,1,0.01,"0.01159"
"GO:0072022","descending thin limb development",1,1,0.01,"0.01159"
"GO:0072032","proximal convoluted tubule segment 2 dev...",1,1,0.01,"0.01159"
"GO:0072220","metanephric descending thin limb develop...",1,1,0.01,"0.01159"
"GO:0072230","metanephric proximal straight tubule dev...",1,1,0.01,"0.01159"
"GO:0072232","metanephric proximal convoluted tubule s...",1,1,0.01,"0.01159"
"GO:0090122","cholesterol ester hydrolysis involved in...",1,1,0.01,"0.01159"
"GO:0098736","negative regulation of the force of hear...",1,1,0.01,"0.01159"
"GO:0099551","trans-synaptic signaling by neuropeptide...",1,1,0.01,"0.01159"
"GO:0140242","translation at postsynapse",1,1,0.01,"0.01159"
"GO:0140493","very long-chain fatty acid beta-oxidatio...",1,1,0.01,"0.01159"
"GO:1901161","primary amino compound catabolic process",1,1,0.01,"0.01159"
"GO:1901193","regulation of formation of translation p...",1,1,0.01,"0.01159"
"GO:1901194","negative regulation of formation of tran...",1,1,0.01,"0.01159"
"GO:1902167","positive regulation of intrinsic apoptot...",1,1,0.01,"0.01159"
"GO:1902380","positive regulation of endoribonuclease ...",1,1,0.01,"0.01159"
"GO:1902629","regulation of mRNA stability involved in...",1,1,0.01,"0.01159"
"GO:1902847","regulation of neuronal signal transducti...",1,1,0.01,"0.01159"
"GO:1903248","regulation of citrulline biosynthetic pr...",1,1,0.01,"0.01159"
"GO:1903249","negative regulation of citrulline biosyn...",1,1,0.01,"0.01159"
"GO:1903703","enterocyte differentiation",1,1,0.01,"0.01159"
"GO:1903840","response to arsenite(3-)",1,1,0.01,"0.01159"
"GO:1903841","cellular response to arsenite(3-)",1,1,0.01,"0.01159"
"GO:1903966","monounsaturated fatty acid biosynthetic ...",1,1,0.01,"0.01159"
"GO:1904055","negative regulation of cholangiocyte pro...",1,1,0.01,"0.01159"
"GO:1904205","negative regulation of skeletal muscle h...",1,1,0.01,"0.01159"
"GO:1904291","positive regulation of mitotic DNA damag...",1,1,0.01,"0.01159"
"GO:1904382","mannose trimming involved in glycoprotei...",1,1,0.01,"0.01159"
"GO:1904651","positive regulation of fat cell apoptoti...",1,1,0.01,"0.01159"
"GO:1904689","negative regulation of cytoplasmic trans...",1,1,0.01,"0.01159"
"GO:1904803","regulation of translation involved in ce...",1,1,0.01,"0.01159"
"GO:1905355","spine apparatus assembly",1,1,0.01,"0.01159"
"GO:2000283","negative regulation of amino acid biosyn...",1,1,0.01,"0.01159"
"GO:2000486","negative regulation of glutamine transpo...",1,1,0.01,"0.01159"
"GO:0001649","osteoblast differentiation",262,8,3.04,"0.01161"
"GO:0071383","cellular response to steroid hormone sti...",211,7,2.45,"0.01172"
"GO:0006081","aldehyde metabolic process",76,4,0.88,"0.01177"
"GO:0010817","regulation of hormone levels",548,13,6.35,"0.01180"
"GO:0010762","regulation of fibroblast migration",41,3,0.48,"0.01185"
"GO:0042307","positive regulation of protein import in...",41,3,0.48,"0.01185"
"GO:0045669","positive regulation of osteoblast differ...",77,4,0.89,"0.01230"
"GO:0051050","positive regulation of transport",867,18,10.05,"0.01238"
"GO:0010976","positive regulation of neuron projection...",165,6,1.91,"0.01264"
"GO:0044344","cellular response to fibroblast growth f...",165,6,1.91,"0.01264"
"GO:0045861","negative regulation of proteolysis",165,6,1.91,"0.01264"
"GO:2001236","regulation of extrinsic apoptotic signal...",165,6,1.91,"0.01264"
"GO:0060306","regulation of membrane repolarization",42,3,0.49,"0.01265"
"GO:0099622","cardiac muscle cell membrane repolarizat...",42,3,0.49,"0.01265"
"GO:0010562","positive regulation of phosphorus metabo...",493,12,5.72,"0.01270"
"GO:0045937","positive regulation of phosphate metabol...",493,12,5.72,"0.01270"
"GO:0106072","negative regulation of adenylate cyclase...",15,2,0.17,"0.01272"
"GO:0050803","regulation of synapse structure or activ...",321,9,3.72,"0.01284"
"GO:0110053","regulation of actin filament organizatio...",267,8,3.1,"0.01289"
"GO:0006468","protein phosphorylation",937,19,10.86,"0.01297"
"GO:0042593","glucose homeostasis",268,8,3.11,"0.01316"
"GO:0033500","carbohydrate homeostasis",269,8,3.12,"0.01343"
"GO:0043268","positive regulation of potassium ion tra...",43,3,0.5,"0.01349"
"GO:0044058","regulation of digestive system process",43,3,0.5,"0.01349"
"GO:0051281","positive regulation of release of seques...",43,3,0.5,"0.01349"
"GO:0032868","response to insulin",324,9,3.76,"0.01357"
"GO:0048592","eye morphogenesis",168,6,1.95,"0.01372"
"GO:0007423","sensory organ development",621,14,7.2,"0.01378"
"GO:0050679","positive regulation of epithelial cell p...",218,7,2.53,"0.01381"
"GO:0035924","cellular response to vascular endothelia...",122,5,1.41,"0.01389"
"GO:0044843","cell cycle G1/S phase transition",271,8,3.14,"0.01399"
"GO:0002028","regulation of sodium ion transport",80,4,0.93,"0.01400"
"GO:0006694","steroid biosynthetic process",169,6,1.96,"0.01409"
"GO:0060348","bone development",219,7,2.54,"0.01413"
"GO:0003013","circulatory system process",624,14,7.23,"0.01431"
"GO:0070328","triglyceride homeostasis",44,3,0.51,"0.01435"
"GO:0007028","cytoplasm organization",16,2,0.19,"0.01442"
"GO:0010649","regulation of cell communication by elec...",16,2,0.19,"0.01442"
"GO:0050665","hydrogen peroxide biosynthetic process",16,2,0.19,"0.01442"
"GO:0060841","venous blood vessel development",16,2,0.19,"0.01442"
"GO:0072350","tricarboxylic acid metabolic process",16,2,0.19,"0.01442"
"GO:0090287","regulation of cellular response to growt...",384,10,4.45,"0.01443"
"GO:0019637","organophosphate metabolic process",1082,21,12.54,"0.01450"
"GO:0032386","regulation of intracellular transport",273,8,3.16,"0.01456"
"GO:0002260","lymphocyte homeostasis",81,4,0.94,"0.01460"
"GO:0032436","positive regulation of proteasomal ubiqu...",81,4,0.94,"0.01460"
"GO:0002064","epithelial cell development",221,7,2.56,"0.01479"
"GO:0045446","endothelial cell differentiation",124,5,1.44,"0.01481"
"GO:0031647","regulation of protein stability",386,10,4.47,"0.01491"
"GO:0048598","embryonic morphogenesis",628,14,7.28,"0.01505"
"GO:0097193","intrinsic apoptotic signaling pathway",330,9,3.83,"0.01513"
"GO:0048583","regulation of response to stimulus",4221,63,48.93,"0.01517"
"GO:0003151","outflow tract morphogenesis",82,4,0.95,"0.01521"
"GO:0003205","cardiac chamber development",172,6,1.99,"0.01525"
"GO:2000058","regulation of ubiquitin-dependent protei...",172,6,1.99,"0.01525"
"GO:0055090","acylglycerol homeostasis",45,3,0.52,"0.01525"
"GO:0071402","cellular response to lipoprotein particl...",45,3,0.52,"0.01525"
"GO:0009612","response to mechanical stimulus",223,7,2.59,"0.01547"
"GO:0009617","response to bacterium",758,16,8.79,"0.01555"
"GO:0051240","positive regulation of multicellular org...",1720,30,19.94,"0.01561"
"GO:0006665","sphingolipid metabolic process",173,6,2.01,"0.01565"
"GO:0071774","response to fibroblast growth factor",173,6,2.01,"0.01565"
"GO:0043065","positive regulation of apoptotic process",569,13,6.6,"0.01568"
"GO:0044770","cell cycle phase transition",569,13,6.6,"0.01568"
"GO:0042267","natural killer cell mediated cytotoxicit...",83,4,0.96,"0.01584"
"GO:0006739","NADP metabolic process",46,3,0.53,"0.01618"
"GO:0000463","maturation of LSU-rRNA from tricistronic...",17,2,0.2,"0.01622"
"GO:0055089","fatty acid homeostasis",17,2,0.2,"0.01622"
"GO:0071243","cellular response to arsenic-containing ...",17,2,0.2,"0.01622"
"GO:0170043","non-proteinogenic amino acid biosyntheti...",17,2,0.2,"0.01622"
"GO:0032970","regulation of actin filament-based proce...",392,10,4.54,"0.01643"
"GO:0060041","retina development in camera-type eye",175,6,2.03,"0.01647"
"GO:0016310","phosphorylation",1028,20,11.92,"0.01647"
"GO:0042326","negative regulation of phosphorylation",226,7,2.62,"0.01653"
"GO:0060541","respiratory system development",226,7,2.62,"0.01653"
"GO:0044089","positive regulation of cellular componen...",512,12,5.94,"0.01662"
"GO:0006898","receptor-mediated endocytosis",280,8,3.25,"0.01671"
"GO:0021537","telencephalon development",280,8,3.25,"0.01671"
"GO:0031401","positive regulation of protein modificat...",574,13,6.65,"0.01673"
"GO:0048259","regulation of receptor-mediated endocyto...",128,5,1.48,"0.01678"
"GO:0007193","adenylate cyclase-inhibiting G protein-c...",85,4,0.99,"0.01714"
"GO:0022618","protein-RNA complex assembly",228,7,2.64,"0.01726"
"GO:0009056","catabolic process",2772,44,32.13,"0.01729"
"GO:0003206","cardiac chamber morphogenesis",129,5,1.5,"0.01729"
"GO:0034976","response to endoplasmic reticulum stress",283,8,3.28,"0.01769"
"GO:0043549","regulation of kinase activity",397,10,4.6,"0.01778"
"GO:0021987","cerebral cortex development",130,5,1.51,"0.01782"
"GO:0034248","regulation of amide metabolic process",86,4,1,"0.01782"
"GO:0050808","synapse organization",580,13,6.72,"0.01806"
"GO:0000027","ribosomal large subunit assembly",18,2,0.21,"0.01812"
"GO:0010715","regulation of extracellular matrix disas...",18,2,0.21,"0.01812"
"GO:0030299","intestinal cholesterol absorption",18,2,0.21,"0.01812"
"GO:0042574","retinal metabolic process",18,2,0.21,"0.01812"
"GO:0071895","odontoblast differentiation",18,2,0.21,"0.01812"
"GO:0033120","positive regulation of RNA splicing",48,3,0.56,"0.01813"
"GO:0071526","semaphorin-plexin signaling pathway",48,3,0.56,"0.01813"
"GO:0141091","transforming growth factor beta receptor...",399,10,4.63,"0.01834"
"GO:0046718","symbiont entry into host cell",131,5,1.52,"0.01836"
"GO:0006869","lipid transport",460,11,5.33,"0.01875"
"GO:0001704","formation of primary germ layer",132,5,1.53,"0.01891"
"GO:0032434","regulation of proteasomal ubiquitin-depe...",132,5,1.53,"0.01891"
"GO:0031667","response to nutrient levels",522,12,6.05,"0.01903"
"GO:0043029","T cell homeostasis",49,3,0.57,"0.01915"
"GO:0061028","establishment of endothelial barrier",49,3,0.57,"0.01915"
"GO:0002228","natural killer cell mediated immunity",88,4,1.02,"0.01923"
"GO:0050810","regulation of steroid biosynthetic proce...",88,4,1.02,"0.01923"
"GO:0030097","hemopoiesis",977,19,11.33,"0.01926"
"GO:0043068","positive regulation of programmed cell d...",586,13,6.79,"0.01947"
"GO:0017015","regulation of transforming growth factor...",182,6,2.11,"0.01958"
"GO:0044057","regulation of system process",588,13,6.82,"0.01996"
"GO:0006071","glycerol metabolic process",19,2,0.22,"0.02009"
"GO:0010885","regulation of cholesterol storage",19,2,0.22,"0.02009"
"GO:0060314","regulation of ryanodine-sensitive calciu...",19,2,0.22,"0.02009"
"GO:0090083","regulation of inclusion body assembly",19,2,0.22,"0.02009"
"GO:1904666","regulation of ubiquitin protein ligase a...",19,2,0.22,"0.02009"
"GO:2000811","negative regulation of anoikis",19,2,0.22,"0.02009"
"GO:0002347","response to tumor cell",50,3,0.58,"0.02020"
"GO:0031670","cellular response to nutrient",50,3,0.58,"0.02020"
"GO:0044788","modulation by host of viral process",50,3,0.58,"0.02020"
"GO:0006897","endocytosis",717,15,8.31,"0.02025"
"GO:0022402","cell cycle process",1329,24,15.41,"0.02049"
"GO:0007049","cell cycle",1687,29,19.56,"0.02070"
"GO:0019318","hexose metabolic process",237,7,2.75,"0.02085"
"GO:0097191","extrinsic apoptotic signaling pathway",237,7,2.75,"0.02085"
"GO:1903844","regulation of cellular response to trans...",185,6,2.14,"0.02102"
"GO:0044409","symbiont entry into host",136,5,1.58,"0.02121"
"GO:0051225","spindle assembly",136,5,1.58,"0.02121"
"GO:0043542","endothelial cell migration",293,8,3.4,"0.02128"
"GO:0008206","bile acid metabolic process",51,3,0.59,"0.02128"
"GO:0035384","thioester biosynthetic process",51,3,0.59,"0.02128"
"GO:0046850","regulation of bone remodeling",51,3,0.59,"0.02128"
"GO:0051496","positive regulation of stress fiber asse...",51,3,0.59,"0.02128"
"GO:0071616","acyl-CoA biosynthetic process",51,3,0.59,"0.02128"
"GO:1902305","regulation of sodium ion transmembrane t...",51,3,0.59,"0.02128"
"GO:0046849","bone remodeling",91,4,1.05,"0.02146"
"GO:1903050","regulation of proteolysis involved in pr...",239,7,2.77,"0.02171"
"GO:0043484","regulation of RNA splicing",187,6,2.17,"0.02203"
"GO:0000082","G1/S transition of mitotic cell cycle",240,7,2.78,"0.02215"
"GO:0043691","reverse cholesterol transport",20,2,0.23,"0.02216"
"GO:0043949","regulation of cAMP-mediated signaling",20,2,0.23,"0.02216"
"GO:0061298","retina vasculature development in camera...",20,2,0.23,"0.02216"
"GO:0071230","cellular response to amino acid stimulus",92,4,1.07,"0.02224"
"GO:0030900","forebrain development",413,10,4.79,"0.02265"
"GO:0030901","midbrain development",93,4,1.08,"0.02303"
"GO:0003350","pulmonary myocardium development",2,1,0.02,"0.02305"
"GO:0006065","UDP-glucuronate biosynthetic process",2,1,0.02,"0.02305"
"GO:0006097","glyoxylate cycle",2,1,0.02,"0.02305"
"GO:0016107","sesquiterpenoid catabolic process",2,1,0.02,"0.02305"
"GO:0016487","farnesol metabolic process",2,1,0.02,"0.02305"
"GO:0016488","farnesol catabolic process",2,1,0.02,"0.02305"
"GO:0017187","peptidyl-glutamic acid carboxylation",2,1,0.02,"0.02305"
"GO:0018214","protein carboxylation",2,1,0.02,"0.02305"
"GO:0021649","vestibulocochlear nerve structural organ...",2,1,0.02,"0.02305"
"GO:0030328","prenylcysteine catabolic process",2,1,0.02,"0.02305"
"GO:0030329","prenylcysteine metabolic process",2,1,0.02,"0.02305"
"GO:0032796","uropod organization",2,1,0.02,"0.02305"
"GO:0033241","regulation of amine catabolic process",2,1,0.02,"0.02305"
"GO:0033242","negative regulation of amine catabolic p...",2,1,0.02,"0.02305"
"GO:0042340","keratan sulfate proteoglycan catabolic p...",2,1,0.02,"0.02305"
"GO:0043090","amino acid import",2,1,0.02,"0.02305"
"GO:0045827","negative regulation of isoprenoid metabo...",2,1,0.02,"0.02305"
"GO:0045992","negative regulation of embryonic develop...",2,1,0.02,"0.02305"
"GO:0046449","creatinine metabolic process",2,1,0.02,"0.02305"
"GO:0046946","hydroxylysine metabolic process",2,1,0.02,"0.02305"
"GO:0046947","hydroxylysine biosynthetic process",2,1,0.02,"0.02305"
"GO:0060310","regulation of elastin catabolic process",2,1,0.02,"0.02305"
"GO:0060313","negative regulation of blood vessel remo...",2,1,0.02,"0.02305"
"GO:0060471","cortical granule exocytosis",2,1,0.02,"0.02305"
